restaurant_id,cuisine
1185,Chinese
1185,Sushi
1185,Thai
1185,Malaysian
1186,Chinese
1186,North Indian
1187,Beverages
1187,Chinese
1187,North Indian
1187,South Indian
1187,Street Food
1187,Fast Food
1188,Beverages
1188,South Indian
1188,Street Food
1188,Fast Food
1189,Street Food
1189,South Indian
1189,Fast Food
1189,Beverages
1189,Coffee
1190,Street Food
1190,South Indian
1190,Fast Food
1190,Beverages
1190,Coffee
1191,Beverages
1191,Burger
1191,Sandwich
1191,Fast Food
1191,North Indian
1191,Street Food
1192,Beverages
1192,South Indian
1192,Fast Food
1192,Chinese
1193,Beverages
1193,South Indian
1193,Street Food
1193,Fast Food
1194,Beverages
1194,South Indian
1194,Street Food
1194,Fast Food
1195,Beverages
1195,South Indian
1195,Street Food
1195,Fast Food
1196,South Indian
1196,Fast Food
1197,Fast Food
1198,Beverages
1198,Fast Food
1198,Chinese
1199,Beverages
1199,Fast Food
1199,South Indian
1200,Beverages
1200,South Indian
1200,Street Food
1200,Fast Food
1201,South Indian
1201,North Indian
1201,Street Food
1202,Street Food
1202,South Indian
1202,Fast Food
1202,Beverages
1202,Coffee
1203,Beverages
1203,South Indian
1204,Beverages
1204,Coffee
1204,Street Food
1204,Sandwich
1204,Chinese
1204,South Indian
1204,Fast Food
1205,Beverages
1205,South Indian
1205,Street Food
1205,Fast Food
1206,Beverages
1206,South Indian
1206,Street Food
1206,Fast Food
1207,Beverages
1207,North Indian
1207,Maharashtrian
1207,South Indian
1207,Fast Food
1208,Street Food
1208,South Indian
1208,Fast Food
1208,Beverages
1208,Coffee
1209,Beverages
1209,South Indian
1209,Street Food
1209,Fast Food
1210,Beverages
1210,South Indian
1210,Street Food
1210,Fast Food
1211,Beverages
1211,Chinese
1211,South Indian
1211,North Indian
1212,Street Food
1212,South Indian
1212,Fast Food
1212,Beverages
1212,Coffee
1213,Beverages
1213,South Indian
1213,Sandwich
1213,Street Food
1213,North Indian
1213,Chinese
1214,Street Food
1214,South Indian
1214,Fast Food
1214,Beverages
1214,Coffee
1215,Fast Food
1216,Beverages
1216,South Indian
1216,Street Food
1216,Fast Food
1217,Beverages
1217,South Indian
1217,Street Food
1217,Fast Food
1218,Beverages
1218,Chinese
1218,South Indian
1218,Street Food
1218,Fast Food
1219,Fast Food
1219,Street Food
1220,Beverages
1220,South Indian
1220,Street Food
1220,Fast Food
1221,South Indian
1221,Fast Food
1222,Beverages
1222,South Indian
1222,Street Food
1222,Fast Food
1223,Maharashtrian
1223,Street Food
1223,Beverages
1224,Beverages
1224,Fast Food
1224,South Indian
1225,Beverages
1225,South Indian
1225,Street Food
1225,Fast Food
1226,Beverages
1226,South Indian
1226,Street Food
1226,Fast Food
1227,Street Food
1227,South Indian
1228,Beverages
1228,South Indian
1228,Street Food
1228,Fast Food
1229,Chinese
1229,Mughlai
1229,North Indian
1230,Chinese
1230,Mughlai
1230,Malwani
1230,North Indian
1231,Chinese
1231,North Indian
1232,Chinese
1232,Mughlai
1232,North Indian
1233,Chinese
1233,North Indian
1234,Chinese
1234,Mughlai
1234,North Indian
1235,Chinese
1235,Mughlai
1235,North Indian
1236,Chinese
1236,Mughlai
1236,North Indian
1237,Momos
1238,Momos
1239,Momos
1240,Momos
1241,Beverages
1241,Fast Food
1242,Beverages
1242,Seafood
1242,Mughlai
1242,Chinese
1242,Kebab
1242,North Indian
1243,Finger Food
1243,Chinese
1243,North Indian
1244,Fast Food
1244,Asian
1244,North Indian
1244,Bar Food
1245,Maharashtrian
1245,Chinese
1245,North Indian
1246,Malwani
1246,Maharashtrian
1246,Kebab
1246,North Indian
1247,Mithai
1247,Street Food
1248,Desserts
1248,Continental
1248,Biryani
1248,North Indian
1248,Healthy Food
1249,Beverages
1249,Fast Food
1249,Sandwich
1249,Pizza
1250,Biryani
1251,Chinese
1252,Chinese
1252,North Indian
1253,Wraps
1253,Burger
1254,Italian
1255,North Indian
1255,Biryani
1256,Mithai
1256,Street Food
1257,Mithai
1257,Street Food
1258,Street Food
1259,Mithai
1259,Street Food
1260,Mithai
1260,Street Food
1261,Mithai
1261,Street Food
1262,Desserts
1262,Continental
1262,Biryani
1262,North Indian
1262,Healthy Food
1263,Desserts
1263,Continental
1263,Biryani
1263,North Indian
1263,Healthy Food
1264,Desserts
1264,Continental
1264,Biryani
1264,North Indian
1264,Healthy Food
1265,Desserts
1265,Continental
1265,Biryani
1265,North Indian
1265,Healthy Food
1266,North Indian
1266,Biryani
1267,North Indian
1267,Biryani
1268,North Indian
1268,Biryani
1269,North Indian
1269,Biryani
1270,North Indian
1270,Biryani
1271,North Indian
1271,Biryani
1272,North Indian
1272,Biryani
1273,North Indian
1273,Biryani
1274,North Indian
1274,Biryani
1275,North Indian
1275,Biryani
1276,North Indian
1276,Biryani
1277,North Indian
1277,Biryani
1278,North Indian
1278,Biryani
1279,North Indian
1279,Biryani
1280,North Indian
1280,Biryani
1281,North Indian
1281,Biryani
1282,North Indian
1282,Biryani
1283,North Indian
1283,Biryani
1284,North Indian
1284,Biryani
1285,North Indian
1285,Biryani
1286,North Indian
1286,Biryani
1287,North Indian
1287,Biryani
1288,North Indian
1288,Biryani
1289,North Indian
1289,Biryani
1290,North Indian
1290,Biryani
1291,North Indian
1291,Biryani
1292,North Indian
1292,Biryani
1293,North Indian
1293,Biryani
1294,North Indian
1294,Biryani
1295,North Indian
1295,Biryani
1296,North Indian
1296,Biryani
1297,North Indian
1297,Biryani
1298,North Indian
1298,Biryani
1299,North Indian
1299,Biryani
1300,North Indian
1300,Biryani
1301,Pizza
1301,Italian
1302,Desserts
1302,Bakery
1303,Chinese
1303,North Indian
1304,Mughlai
1304,Maharashtrian
1305,Street Food
1306,Maharashtrian
1307,Odia
1308,Continental
1308,North Indian
1308,Bar Food
1309,Chinese
1309,North Indian
1310,Chinese
1310,North Indian
1311,Fast Food
1311,South Indian
1311,North Indian
1312,Asian
1312,Thai
1312,Chinese
1313,Biryani
1313,North Indian
1313,Chinese
1314,Kebab
1314,Chinese
1315,Beverages
1315,Desserts
1315,Mughlai
1315,Seafood
1315,Chinese
1315,North Indian
1316,Chinese
1316,North Indian
1317,Chinese
1317,North Indian
1318,Chinese
1318,North Indian
1319,Chinese
1319,North Indian
1320,North Indian
1320,Chinese
1321,Chinese
1321,North Indian
1322,Chinese
1322,North Indian
1323,Desserts
1323,Bakery
1324,Beverages
1324,Fast Food
1324,North Indian
1324,Maharashtrian
1324,Rolls
1324,Sandwich
1324,Street Food
1324,Pizza
1325,Ice Cream
1325,Beverages
1325,Italian
1325,Desserts
1326,Desserts
1326,Bakery
1327,Chinese
1327,North Indian
1327,Maharashtrian
1328,Beverages
1328,Fast Food
1328,Healthy Food
1328,Italian
1328,Asian
1328,Continental
1329,Beverages
1329,Desserts
1329,Fast Food
1329,Bakery
1330,Lebanese
1330,Rolls
1331,Beverages
1331,Fast Food
1331,Desserts
1331,Bakery
1332,Beverages
1332,Cafe
1332,Italian
1332,German
1333,North Indian
1333,Mughlai
1333,Chinese
1334,Beverages
1334,Chinese
1334,Mughlai
1334,North Indian
1335,Chinese
1336,Salad
1336,Continental
1336,Chinese
1336,North Indian
1337,Fast Food
1337,North Indian
1338,Beverages
1338,Cafe
1338,Italian
1338,German
1339,Italian
1339,Beverages
1339,Continental
1339,German
1340,Beverages
1340,Desserts
1340,Cafe
1340,Italian
1340,Continental
1340,German
1341,Beverages
1341,Desserts
1341,Continental
1342,Cafe
1342,Italian
1342,German
1343,North Indian
1343,Chinese
1344,Italian
1344,Maharashtrian
1344,Mughlai
1344,Chinese
1344,North Indian
1345,Fast Food
1345,Burger
1346,Chinese
1346,North Indian
1346,Biryani
1347,Beverages
1347,Street Food
1347,Fast Food
1347,South Indian
1347,Continental
1347,Chinese
1347,North Indian
1348,Maharashtrian
1348,Fast Food
1348,Chinese
1348,Mughlai
1348,North Indian
1349,Chinese
1350,Fast Food
1350,Pizza
1351,Fast Food
1351,Burger
1352,Street Food
1352,South Indian
1353,Fast Food
1353,Sandwich
1353,Pizza
1354,North Indian
1354,Chinese
1354,Biryani
1355,Beverages
1355,Pizza
1356,Mughlai
1356,Biryani
1356,Chinese
1356,North Indian
1357,Desserts
1357,North Indian
1357,Chinese
1357,Fast Food
1358,Italian
1358,Maharashtrian
1358,Mughlai
1358,Chinese
1358,North Indian
1359,Maharashtrian
1359,Italian
1359,Chinese
1359,North Indian
1360,Italian
1360,Maharashtrian
1360,Mughlai
1360,Chinese
1360,North Indian
1361,Maharashtrian
1361,Italian
1361,Chinese
1361,North Indian
1362,Hyderabadi
1362,Italian
1362,Chinese
1362,North Indian
1363,Desserts
1363,Seafood
1363,Kebab
1363,Fast Food
1363,Chinese
1363,North Indian
1364,Italian
1364,Maharashtrian
1364,Mughlai
1364,Chinese
1364,North Indian
1365,Italian
1365,Maharashtrian
1365,Mughlai
1365,Chinese
1365,North Indian
1366,Beverages
1366,Pizza
1367,Beverages
1367,Fast Food
1367,Pizza
1368,Desserts
1368,Beverages
1368,Pizza
1369,Beverages
1369,Pizza
1370,Beverages
1370,Pizza
1371,Mughlai
1371,Biryani
1371,Chinese
1371,North Indian
1372,Mughlai
1372,Biryani
1372,Chinese
1372,North Indian
1373,Mughlai
1373,Biryani
1373,Chinese
1373,North Indian
1374,Biryani
1374,Mughlai
1374,Chinese
1374,North Indian
1375,Rolls
1375,Biryani
1375,Chinese
1375,North Indian
1376,Biryani
1376,Mughlai
1376,Chinese
1376,North Indian
1377,Biryani
1377,Mughlai
1377,Chinese
1377,North Indian
1378,Maharashtrian
1378,Biryani
1378,Mughlai
1378,Chinese
1378,North Indian
1379,Biryani
1379,Mughlai
1379,Chinese
1379,North Indian
1380,Biryani
1380,North Indian
1380,Mughlai
1381,Desserts
1381,Street Food
1381,Fast Food
1381,Mexican
1381,Chinese
1381,Continental
1381,Italian
1382,Sushi
1382,Thai
1382,Asian
1383,Pizza
1384,Biryani
1384,Seafood
1384,Chinese
1384,North Indian
1385,Beverages
1385,Fast Food
1385,Rolls
1386,Desserts
1387,Seafood
1387,South Indian
1387,Kerala
1388,Beverages
1388,Fast Food
1388,Pizza
1389,Fast Food
1389,Seafood
1389,Asian
1389,North Indian
1390,Desserts
1390,Continental
1390,Asian
1390,North Indian
1390,Italian
1390,European
1391,Street Food
1392,Maharashtrian
1392,North Indian
1393,Beverages
1393,Desserts
1393,Biryani
1393,Mughlai
1393,Chinese
1393,North Indian
1394,Mughlai
1394,Chinese
1394,North Indian
1395,Pizza
1396,Pizza
1397,Pizza
1398,Pizza
1399,Pizza
1400,Pizza
1401,Pizza
1402,Pizza
1403,Pizza
1404,Pizza
1405,Pizza
1406,Pizza
1407,Pizza
1408,Pizza
1409,Pizza
1410,Pizza
1411,Pizza
1412,Pizza
1413,Pizza
1414,Pizza
1415,Pizza
1416,Pizza
1417,Pizza
1418,Pizza
1419,Pizza
1420,Pizza
1421,Pizza
1422,Pizza
1423,Beverages
1423,Fast Food
1423,Rolls
1424,Beverages
1424,Fast Food
1424,Rolls
1425,Beverages
1425,Fast Food
1425,Rolls
1426,Beverages
1426,Fast Food
1426,Rolls
1427,Beverages
1427,Fast Food
1427,Rolls
1428,Beverages
1428,Fast Food
1428,Rolls
1429,Beverages
1429,Fast Food
1429,Rolls
1430,Beverages
1430,Fast Food
1430,Rolls
1431,Beverages
1431,Fast Food
1431,Rolls
1432,Beverages
1432,Fast Food
1432,Rolls
1433,Fast Food
1433,Rolls
1433,North Indian
1434,Beverages
1434,Fast Food
1434,Rolls
1435,Beverages
1435,Fast Food
1435,Rolls
1436,Beverages
1436,Fast Food
1436,Rolls
1437,Beverages
1437,Fast Food
1437,Rolls
1438,Beverages
1438,Fast Food
1438,Rolls
1439,Beverages
1439,Fast Food
1439,Rolls
1440,Beverages
1440,Fast Food
1440,Rolls
1441,Beverages
1441,Fast Food
1441,Rolls
1442,Beverages
1442,Fast Food
1442,Rolls
1443,Beverages
1443,Fast Food
1443,Rolls
1444,Beverages
1444,Fast Food
1444,Rolls
1445,Beverages
1445,Fast Food
1445,Rolls
1446,Beverages
1446,Fast Food
1446,Rolls
1447,Beverages
1447,Fast Food
1447,Rolls
1448,Beverages
1448,Fast Food
1448,Rolls
1449,Fast Food
1449,Rolls
1449,North Indian
1450,Beverages
1450,Fast Food
1450,Rolls
1451,Beverages
1451,Fast Food
1451,Rolls
1452,Beverages
1452,Fast Food
1452,Rolls
1453,Beverages
1453,Fast Food
1453,Rolls
1454,Beverages
1454,Fast Food
1454,Rolls
1455,Beverages
1455,Fast Food
1455,Rolls
1456,Beverages
1456,Fast Food
1456,Rolls
1457,Beverages
1457,Fast Food
1457,Rolls
1458,Beverages
1458,Fast Food
1458,Rolls
1459,Fast Food
1459,Rolls
1460,Beverages
1460,Fast Food
1460,Rolls
1461,Beverages
1461,Fast Food
1461,Rolls
1462,Beverages
1462,Fast Food
1462,Rolls
1463,Beverages
1463,Fast Food
1463,Rolls
1464,Beverages
1464,Fast Food
1464,Rolls
1465,Italian
1465,Asian
1465,Mughlai
1465,Mexican
1465,Continental
1466,Fast Food
1466,Iranian
1467,Biryani
1467,Lebanese
1467,Mughlai
1467,North Indian
1468,South Indian
1469,Desserts
1469,Bakery
1470,Beverages
1470,Maharashtrian
1470,Street Food
1470,Chinese
1470,North Indian
1470,Fast Food
1471,North Indian
1472,Desserts
1472,Bakery
1473,Chinese
1473,Fast Food
1473,North Indian
1474,Chinese
1474,North Indian
1474,South Indian
1474,Seafood
1475,Juices
1475,Beverages
1475,Street Food
1475,Fast Food
1476,Chinese
1476,Maharashtrian
1476,Street Food
1477,Beverages
1477,Fast Food
1477,South Indian
1478,Chinese
1479,North Indian
1479,Sandwich
1479,Beverages
1480,Fast Food
1480,Iranian
1481,Fast Food
1481,Iranian
1482,Fast Food
1482,Iranian
1483,Desserts
1483,Bakery
1483,North Indian
1483,Fast Food
1483,Iranian
1484,Bakery
1484,Cafe
1485,Fast Food
1485,Iranian
1486,Biryani
1486,Lebanese
1486,Mughlai
1486,North Indian
1487,Biryani
1487,Lebanese
1487,Mughlai
1487,North Indian
1488,Biryani
1488,Lebanese
1488,Mughlai
1488,North Indian
1489,Biryani
1489,Lebanese
1489,Mughlai
1489,North Indian
1490,Biryani
1490,Lebanese
1490,Mughlai
1490,North Indian
1491,Biryani
1491,Lebanese
1491,Mughlai
1491,North Indian
1492,Biryani
1492,Lebanese
1492,Mughlai
1492,North Indian
1493,Biryani
1493,Lebanese
1493,Mughlai
1493,North Indian
1494,Biryani
1494,Lebanese
1494,Mughlai
1494,North Indian
1495,Biryani
1495,Lebanese
1495,Mughlai
1495,North Indian
1496,Biryani
1496,Lebanese
1496,Mughlai
1496,North Indian
1497,Biryani
1497,Lebanese
1497,Mughlai
1497,North Indian
1498,Biryani
1498,Lebanese
1498,Mughlai
1498,North Indian
1499,Desserts
1499,Bakery
1500,Beverages
1500,Fast Food
1500,Desserts
1500,Bakery
1501,Desserts
1501,Bakery
1502,Desserts
1502,Bakery
1503,Desserts
1503,Bakery
1504,Desserts
1504,Bakery
1505,Desserts
1505,Bakery
1506,Chinese
1506,Fast Food
1506,North Indian
1507,Fast Food
1507,Chinese
1507,South Indian
1507,North Indian
1508,Beverages
1508,Fast Food
1508,South Indian
1508,North Indian
1508,Chinese
1509,Fast Food
1509,Chinese
1509,South Indian
1509,North Indian
1510,Chinese
1510,Fast Food
1510,North Indian
1511,Fast Food
1511,Chinese
1511,South Indian
1511,North Indian
1512,Juices
1512,Beverages
1512,Street Food
1512,Fast Food
1513,Juices
1513,Beverages
1513,Street Food
1513,Fast Food
1514,Juices
1514,Beverages
1514,Street Food
1514,Fast Food
1515,Juices
1515,Beverages
1515,Street Food
1515,Fast Food
1516,Juices
1516,Beverages
1516,Street Food
1516,Fast Food
1517,Juices
1517,Beverages
1517,Street Food
1517,Fast Food
1518,Juices
1518,Beverages
1518,Street Food
1518,Fast Food
1519,Beverages
1519,Seafood
1519,Chinese
1519,Mughlai
1519,North Indian
1520,North Indian
1521,Desserts
1521,Ice Cream
1522,Fast Food
1523,Desserts
1523,Bakery
1524,Chinese
1525,Salad
1525,Desserts
1525,European
1525,French
1525,Cafe
1526,Beverages
1526,Rolls
1526,Fast Food
1526,Sandwich
1527,North Indian
1527,Fast Food
1527,Momos
1527,Biryani
1528,Maharashtrian
1529,Fast Food
1529,Pizza
1530,North Indian
1530,Maharashtrian
1531,Fast Food
1531,Seafood
1531,Chinese
1532,Fast Food
1532,Pizza
1533,Beverages
1533,Chinese
1533,North Indian
1534,Beverages
1534,Seafood
1534,Chinese
1534,Mughlai
1534,North Indian
1535,Beverages
1535,Seafood
1535,Chinese
1535,Mughlai
1535,North Indian
1536,Beverages
1536,Seafood
1536,Chinese
1536,Mughlai
1536,North Indian
1537,Beverages
1537,Seafood
1537,Chinese
1537,Mughlai
1537,North Indian
1538,Beverages
1538,Desserts
1538,Chinese
1538,Seafood
1538,Mughlai
1538,North Indian
1539,North Indian
1540,North Indian
1541,North Indian
1542,North Indian
1543,Desserts
1543,Ice Cream
1544,Desserts
1544,Ice Cream
1545,Desserts
1545,Ice Cream
1546,Desserts
1546,Ice Cream
1547,Desserts
1547,Ice Cream
1548,Desserts
1548,Ice Cream
1549,Desserts
1549,Ice Cream
1550,Desserts
1550,Ice Cream
1551,Desserts
1551,Ice Cream
1552,Desserts
1552,Ice Cream
1553,Desserts
1553,Ice Cream
1554,Desserts
1554,Ice Cream
1555,Desserts
1555,Ice Cream
1556,Desserts
1556,Ice Cream
1557,Desserts
1557,Ice Cream
1558,Desserts
1558,Ice Cream
1559,Desserts
1559,Ice Cream
1560,Desserts
1560,Ice Cream
1561,Desserts
1561,Ice Cream
1562,Desserts
1562,Ice Cream
1563,Fast Food
1563,Pizza
1564,Fast Food
1564,Pizza
1565,Fast Food
1565,Pizza
1566,Fast Food
1566,Pizza
1567,Fast Food
1567,Pizza
1568,Fast Food
1568,Pizza
1569,Fast Food
1569,Pizza
1570,Fast Food
1570,Pizza
1571,Fast Food
1571,Pizza
1572,Mughlai
1572,Seafood
1572,Chinese
1572,North Indian
1573,Bakery
1574,Asian
1574,Italian
1574,Mughlai
1574,North Indian
1574,Continental
1575,Fast Food
1575,Maharashtrian
1576,Chinese
1577,Lebanese
1577,Kebab
1577,Biryani
1578,Chinese
1578,Thai
1578,Asian
1579,Burger
1580,North Indian
1581,North Indian
1582,Biryani
1582,Chinese
1582,North Indian
1583,Mithai
1584,Beverages
1584,North Indian
1584,Kebab
1584,Biryani
1585,Maharashtrian
1585,Fast Food
1585,Chinese
1585,North Indian
1586,Beverages
1586,Chinese
1586,North Indian
1586,Fast Food
1586,South Indian
1587,Beverages
1587,Chinese
1587,North Indian
1587,Fast Food
1587,South Indian
1588,Ice Cream
1588,Mithai
1588,Chinese
1588,North Indian
1588,Street Food
1589,Fast Food
1589,South Indian
1590,North Indian
1590,Fast Food
1591,Beverages
1591,Fast Food
1591,Street Food
1592,Asian
1593,Beverages
1593,Street Food
1594,Chinese
1594,Momos
1594,Mughlai
1594,Biryani
1594,Fast Food
1594,North Indian
1595,Malwani
1595,Chinese
1595,North Indian
1595,Biryani
1596,Beverages
1596,Fast Food
1596,Street Food
1597,Chinese
1598,European
1598,North Indian
1598,Chinese
1599,Chinese
1599,North Indian
1599,Biryani
1599,Kebab
1600,Seafood
1600,Biryani
1600,North Indian
1601,Desserts
1601,Bakery
1602,Fast Food
1602,South Indian
1603,Fast Food
1603,South Indian
1604,Fast Food
1604,South Indian
1605,Street Food
1605,South Indian
1606,Street Food
1606,South Indian
1607,Fast Food
1607,South Indian
1608,Fast Food
1608,South Indian
1609,Fast Food
1609,South Indian
1610,South Indian
1611,South Indian
1612,Fast Food
1612,South Indian
1613,Fast Food
1613,South Indian
1614,South Indian
1615,Street Food
1615,South Indian
1616,Fast Food
1616,South Indian
1617,Fast Food
1617,South Indian
1618,North Indian
1618,Fast Food
1619,North Indian
1619,Fast Food
1620,North Indian
1620,Fast Food
1621,Raw Meats
1621,Fast Food
1622,North Indian
1622,Fast Food
1623,North Indian
1623,Fast Food
1624,North Indian
1624,Fast Food
1625,North Indian
1625,Fast Food
1626,North Indian
1626,Fast Food
1627,North Indian
1627,Fast Food
1628,North Indian
1628,Fast Food
1629,North Indian
1629,Fast Food
1630,North Indian
1630,Fast Food
1631,North Indian
1631,Fast Food
1632,North Indian
1632,Fast Food
1633,North Indian
1633,Fast Food
1634,North Indian
1634,Fast Food
1635,Beverages
1635,Fast Food
1635,Street Food
1636,Beverages
1636,Fast Food
1636,Street Food
1637,Beverages
1637,Fast Food
1637,Street Food
1638,Beverages
1638,Fast Food
1638,Street Food
1639,Fast Food
1639,Street Food
1640,Beverages
1640,Fast Food
1640,Street Food
1641,Fast Food
1641,Street Food
1642,Seafood
1642,Biryani
1642,North Indian
1643,Chinese
1643,North Indian
1644,Maharashtrian
1644,Chinese
1644,North Indian
1645,Chinese
1645,North Indian
1646,Seafood
1646,North Indian
1647,Maharashtrian
1647,Chinese
1647,North Indian
1648,Seafood
1648,Mughlai
1648,Chinese
1648,North Indian
1649,Mughlai
1649,Kebab
1649,North Indian
1650,Chinese
1650,Momos
1651,Biryani
1651,Mughlai
1651,North Indian
1652,Bengali
1652,North Indian
1653,Pizza
1653,Fast Food
1653,Desserts
1653,Continental
1654,North Indian
1655,Italian
1655,American
1655,Modern Indian
1656,North Indian
1656,Chinese
1656,Biryani
1657,Mughlai
1657,Malwani
1657,Maharashtrian
1657,North Indian
1658,Maharashtrian
1658,North Indian
1658,Chinese
1659,Bar Food
1659,Seafood
1659,Asian
1659,Thai
1659,Chinese
1660,Asian
1660,Salad
1660,European
1660,Continental
1660,Cafe
1661,North Indian
1662,Biryani
1662,Mughlai
1662,North Indian
1663,Biryani
1663,Mughlai
1663,North Indian
1664,Biryani
1664,Mughlai
1664,North Indian
1665,Biryani
1665,Mughlai
1665,North Indian
1666,Biryani
1666,Mughlai
1666,North Indian
1667,Bengali
1667,Rolls
1667,Chinese
1667,Mughlai
1667,North Indian
1668,Street Food
1668,South Indian
1668,Fast Food
1669,Pizza
1669,Sandwich
1669,Desserts
1669,Fast Food
1670,Street Food
1671,South Indian
1671,Biryani
1672,Kebab
1672,Seafood
1672,North Indian
1672,Chinese
1673,Biryani
1673,Maharashtrian
1673,Kebab
1673,North Indian
1673,Chinese
1674,Maharashtrian
1674,Malwani
1674,Goan
1674,Seafood
1675,Desserts
1675,Bakery
1676,Biryani
1676,Mughlai
1676,Chinese
1676,North Indian
1677,Beverages
1677,Fast Food
1677,Maharashtrian
1678,Fast Food
1678,Momos
1679,Fast Food
1679,Rolls
1679,North Indian
1680,Beverages
1680,Mughlai
1680,North Indian
1681,Maharashtrian
1682,Beverages
1682,Momos
1683,Fast Food
1683,Street Food
1684,Desserts
1684,Ice Cream
1685,Chinese
1685,Maharashtrian
1685,South Indian
1685,North Indian
1686,Healthy Food
1686,North Indian
1687,Beverages
1687,Desserts
1687,Bakery
1688,Beverages
1688,Fast Food
1688,Sandwich
1688,South Indian
1689,Beverages
1689,Mughlai
1689,Thai
1689,Chinese
1689,South Indian
1689,North Indian
1690,Continental
1690,Fast Food
1690,North Indian
1691,Bakery
1692,Street Food
1692,Mithai
1693,Seafood
1693,Kerala
1694,Street Food
1694,North Indian
1694,South Indian
1695,Biryani
1696,Chinese
1696,South Indian
1696,North Indian
1697,Desserts
1697,Ice Cream
1698,Desserts
1698,Ice Cream
1699,Desserts
1699,Ice Cream
1700,Desserts
1700,Ice Cream
1701,Desserts
1701,Ice Cream
1702,Desserts
1702,Ice Cream
1703,Desserts
1703,Ice Cream
1704,Desserts
1704,Ice Cream
1705,Desserts
1705,Ice Cream
1706,Desserts
1706,Ice Cream
1707,Desserts
1707,Ice Cream
1708,Desserts
1708,Ice Cream
1709,Desserts
1709,Ice Cream
1710,Desserts
1710,Ice Cream
1711,Desserts
1711,Ice Cream
1712,Desserts
1712,Ice Cream
1713,Beverages
1713,Fast Food
1713,Sandwich
1713,South Indian
1714,Beverages
1714,Fast Food
1714,Sandwich
1714,South Indian
1715,Beverages
1715,Fast Food
1715,Sandwich
1715,South Indian
1716,Beverages
1716,Fast Food
1716,Sandwich
1716,South Indian
1717,Street Food
1717,Fast Food
1717,South Indian
1718,South Indian
1719,Beverages
1719,Healthy Food
1719,Fast Food
1719,South Indian
1720,Street Food
1720,Mithai
1721,Street Food
1721,Mithai
1722,Street Food
1722,Mithai
1723,Street Food
1723,Mithai
1724,Street Food
1724,Mexican
1724,Italian
1724,North Indian
1725,Street Food
1726,Italian
1726,Pizza
1727,Hyderabadi
1727,Biryani
1728,Street Food
1728,Mughlai
1728,North Indian
1729,Kebab
1729,Biryani
1730,South Indian
1731,Chinese
1732,Continental
1732,Mughlai
1732,Chinese
1732,North Indian
1733,Street Food
1734,Beverages
1734,Chinese
1734,North Indian
1734,Fast Food
1734,Street Food
1734,South Indian
1735,Maharashtrian
1735,Chinese
1735,Biryani
1735,North Indian
1736,Biryani
1736,North Indian
1737,Fast Food
1737,Mughlai
1737,Chinese
1737,North Indian
1738,Fast Food
1738,Desserts
1738,Bakery
1739,Hyderabadi
1739,Biryani
1740,Hyderabadi
1740,Biryani
1741,Hyderabadi
1741,Biryani
1742,Hyderabadi
1742,Biryani
1743,Hyderabadi
1743,Biryani
1744,Hyderabadi
1744,Biryani
1745,Street Food
1746,Maharashtrian
1747,North Indian
1748,Momos
1748,Rolls
1748,Chinese
1749,Rolls
1749,Lebanese
1749,Burger
1750,Beverages
1750,Fast Food
1750,Burger
1750,Sandwich
1750,Cafe
1751,Fast Food
1751,Burger
1751,Chinese
1751,Momos
1752,Bakery
1752,Desserts
1753,Burger
1753,American
1754,Sandwich
1754,Pizza
1754,Fast Food
1754,Desserts
1755,Salad
1755,American
1755,Italian
1755,European
1756,Desserts
1756,Ice Cream
1757,Fast Food
1757,North Indian
1758,Italian
1758,Bakery
1758,Desserts
1758,Cafe
1759,Thai
1759,Chinese
1760,Momos
1760,Rolls
1760,Chinese
1761,Momos
1761,Rolls
1761,Chinese
1762,Momos
1762,Rolls
1762,Chinese
1763,Momos
1763,Rolls
1763,Chinese
1764,Rolls
1764,Lebanese
1764,Burger
1765,Rolls
1765,Lebanese
1765,Burger
1766,Rolls
1766,Lebanese
1766,Burger
1767,Rolls
1767,Lebanese
1767,Burger
1768,Rolls
1768,Lebanese
1768,Burger
1769,Rolls
1769,Lebanese
1769,Burger
1770,Desserts
1770,Ice Cream
1771,Desserts
1771,Ice Cream
1772,Desserts
1772,Ice Cream
1773,Desserts
1773,Ice Cream
1774,Desserts
1774,Ice Cream
1775,Desserts
1775,Ice Cream
1776,Desserts
1776,Ice Cream
1777,Desserts
1777,Ice Cream
1778,Desserts
1778,Ice Cream
1779,Desserts
1779,Ice Cream
1780,Desserts
1780,Ice Cream
1781,Beverages
1781,Fast Food
1781,South Indian
1782,Desserts
1782,Mediterranean
1782,Continental
1782,Cafe
1783,Fast Food
1784,Cafe
1784,Desserts
1784,Bakery
1785,Seafood
1786,North Indian
1786,Street Food
1786,Mithai
1787,North Indian
1787,Fast Food
1787,Burger
1787,Rolls
1788,Mughlai
1788,North Indian
1788,Chinese
1789,Fast Food
1789,Biryani
1789,North Indian
1789,Wraps
1790,Maharashtrian
1790,North Indian
1791,North Indian
1792,North Indian
1792,Chinese
1792,Biryani
1793,Biryani
1793,Mughlai
1793,Chinese
1793,North Indian
1794,Chinese
1795,South Indian
1795,North Indian
1795,Fast Food
1795,Chinese
1796,Desserts
1796,Mediterranean
1796,Continental
1796,Cafe
1797,Desserts
1797,Mediterranean
1797,Continental
1797,Cafe
1798,Desserts
1798,Mediterranean
1798,Continental
1798,Cafe
1799,Desserts
1799,Mediterranean
1799,Continental
1799,Cafe
