"restaurant_id","restaurant_name","restaurant_type","area","dine_rating","dine_reviews","delivery_rating","delivery_reviews","cost_for_two","liked"
"4931","Bedis Naan House","Quick Bites","Baner","3.7","4273","0.0","0","250","Chole, Lassi, Samosa, Roti"
"4932","The J","","Viman Nagar","4.0","4608","0.0","0","550","Pizza Fries, French Fries, Peri Peri Fries, Red Velvet Shake, Oreo Milkshake, Chicken Sausage Fries, Loaded Fries"
"4933","Sufiz Bake House","Bakery","Pashan","4.2","599","0.0","0","300",""
"4934","Cafe Deja Vu","Café","Sinhgad Road","3.9","74","0.0","0","300","Pasta, Sandwich"
"4935","Ms. Veggies","Quick Bites","Bibvewadi","3.9","176","3.3","203","400","Pasta, Burgers, Sandwich, Brownie, Mojito, Iced Tea, Maggi"
"4936","SK'z Kolhapur","Casual Dining","Nigdi","3.8","157","0.0","0","600","Pandhra Rassa, Chicken Thali, Mutton Thali, Chicken Rassa"
"4937","Goli Vada Pav No. 1","Quick Bites","Hinjawadi","2.8","19","3.7","79","150",""
"4938","Fish Katta Bhigwan Special Fish","Quick Bites","Pimple Gurav","3.5","12","0.0","0","300",""
"4939","Hotbox Cafe And Meals","","Kondhwa","3.1","870","0.0","0","300",""
"4940","Bakers Brown","Bakery","Viman Nagar","4.0","148","0.0","0","400","Chocolava Cake, Walnut Brownie, Chocolate Truffle, Garlic Bread, Eggless Cake, Rasmalai"
"4941","Shawarma Spot","Quick Bites","Baner","3.1","49","3.3","1110","300","Chicken Shawarama, Jumbo Chicken Shawarma, Lebanese Shawarma, Roti"
"4942","Snacky Snacks","","Kharadi","3.4","402","0.0","0","300",""
"4943","Seven - Shawarma & Burgers","Quick Bites","Koregaon Park","3.2","376","3.5","1567","450","Shawarma, Chicken Shawarama, Biryani, Chicken Fries, Chicken Shwarma Roll, Pizza, Falafel"
"4944","Ribbons & Balloons","Bakery","Pimple Saudagar","3.3","5","0.0","0","350",""
"4945","Hotel Rajdhani","Casual Dining","Wagholi","3.3","59","3.4","1748","500",""
"4946","Cake Lounge","Bakery","Wanowrie","3.8","119","4.0","175","350","Mixed Fruit Cake, Pineapple Cake, Ferrero Rocher Cake"
"4947","Masala Mantra","Quick Bites","Sinhgad Road","3.7","219","3.5","4656","500","Chicken Biryani"
"4948","Tapadia College Katta","Quick Bites","Erandwane","3.3","32","4.2","1149","100",""
"4949","Sheetal Refreshment","Casual Dining","Pimpri","3.3","171","4.1","2522","400",""
"4950","Goli Vada Pav No. 1","Quick Bites","Hinjawadi","2.8","19","3.7","79","150",""
"4951","Goli Vada Pav No. 1","Quick Bites","Katraj","3.7","11","0.0","0","150",""
"4952","Goli Vada Pav No. 1","Quick Bites","Wadgaon Sheri","2.7","5","0.0","0","150",""
"4953","Goli Vada Pav No. 1","Quick Bites","Vishrantwadi","3.4","52","3.7","23","150","Vada Pav"
"4954","Goli Vada Pav No. 1","Quick Bites","Hadapsar","0.0","0","0.0","0","150",""
"4955","Goli Vada Pav No. 1","Quick Bites","Bhosari","3.3","11","0.0","0","150",""
"4956","Shawarma Spot","Quick Bites","Baner","3.1","49","3.3","1110","300","Chicken Shawarama, Jumbo Chicken Shawarma, Lebanese Shawarma, Roti"
"4957","Shawarma Spot","Quick Bites","Satara Road","3.4","263","3.9","3177","300","Chicken Shawarama, Rolls, Jumbo Chicken Shawarma, Lebanese Shawarma, Roti"
"4958","Shawarma Spot","Quick Bites","Akurdi","3.7","39","4.0","674","300",""
"4959","Shawarma Spot","Quick Bites","Kharadi","3.4","21","3.8","305","300",""
"4960","Shawarma Spot","Quick Bites","Sinhgad Road","2.8","16","4.1","163","300",""
"4961","Shawarma Spot","Quick Bites","Yerawada","2.5","17","3.9","462","300",""
"4962","Shawarma Spot","Quick Bites","Kothrud","3.5","17","3.9","29","300",""
"4963","Ribbons & Balloons","Bakery","Pimple Saudagar","3.3","5","0.0","0","350",""
"4964","Ribbons & Balloons","Dessert Parlor","Baner","3.6","56","0.0","0","350","Chocolate Truffle"
"4965","Ribbons & Balloons","Dessert Parlor","Pashan","3.9","31","0.0","0","350",""
"4966","Ribbons & Balloons","Dessert Parlor","Kothrud","3.9","40","0.0","0","350",""
"4967","Ribbons & Balloons","Bakery","Narhe","3.2","6","4.0","137","350",""
"4968","Ribbons & Balloons","Dessert Parlor","Warje","3.7","34","0.0","0","350",""
"4969","Ribbons & Balloons","Bakery","Lavasa","0.0","0","0.0","0","350",""
"4970","Ribbons & Balloons","Bakery","Pimpri","3.6","12","0.0","0","350",""
"4971","Ribbons & Balloons","Bakery","Kothrud","2.7","6","0.0","0","350",""
"4972","Ribbons & Balloons","Bakery","Wakad","3.3","18","0.0","0","350",""
"4973","Ribbons & Balloons","Dessert Parlor","Pimple Gurav","3.2","6","0.0","0","350",""
"4974","Ribbons & Balloons","Bakery","Karve Nagar","3.0","10","0.0","0","350",""
"4975","Ribbons & Balloons","Bakery","Chinchwad","3.1","10","0.0","0","350",""
"4976","Ribbons & Balloons","Bakery","Kharadi","3.8","70","0.0","0","350",""
"4977","Ribbons & Balloons","Bakery","Bibvewadi","3.3","6","0.0","0","350",""
"4978","Ribbons & Balloons","Dessert Parlor","Dhankawadi","3.4","8","0.0","0","350",""
"4979","Ribbons & Balloons","Bakery","Lohegaon","0.0","0","0.0","0","350",""
"4980","Ribbons & Balloons","Bakery","Salunkhe Vihar Road","3.6","41","0.0","0","350",""
"4981","Ribbons & Balloons","Bakery","Swargate","3.2","5","0.0","0","350",""
"4982","Ribbons & Balloons","Bakery","Katraj","3.1","12","0.0","0","350",""
"4983","Ribbons & Balloons","Bakery","Mundhwa","2.9","4","0.0","0","350",""
"4984","Ribbons & Balloons","Bakery","Nigdi","2.9","6","0.0","0","350",""
"4985","Ribbons & Balloons","Bakery","Kharadi","3.4","8","0.0","0","350",""
"4986","Ribbons & Balloons","Bakery","Bhosari","3.0","4","0.0","0","350",""
"4987","Ribbons & Balloons","Bakery","Dhole Patil Road","3.2","29","0.0","0","350",""
"4988","Ribbons & Balloons","Bakery","Sinhgad Road","0.0","0","0.0","0","350",""
"4989","Ribbons & Balloons","Bakery","Sinhgad Road","2.9","7","0.0","0","350",""
"4990","Ribbons & Balloons","Bakery","Hinjawadi","3.6","14","3.9","29","350",""
"4991","Ribbons & Balloons","Bakery","Balewadi","3.0","10","0.0","0","350",""
"4992","Ribbons & Balloons","Bakery","Aundh","2.5","4","0.0","0","350",""
"4993","Ribbons & Balloons","Bakery","Pimpri","3.3","9","0.0","0","350",""
"4994","Ribbons & Balloons","Dessert Parlor","Hinjawadi","3.2","92","0.0","0","350","Chocolate Truffle Cake"
"4995","Ribbons & Balloons","Bakery","Sadashiv Peth","0.0","0","0.0","0","350",""
"4996","Ribbons & Balloons","Bakery","Hadapsar","0.0","0","0.0","0","350",""
"4997","Ribbons & Balloons","Dessert Parlor","Chakan","0.0","0","0.0","0","350",""
"4998","Ribbons & Balloons","Bakery","Bhosari","0.0","0","0.0","0","350",""
"4999","Ribbons & Balloons","Bakery","Chakan","0.0","0","0.0","0","350",""
"5000","Ribbons & Balloons","Bakery","Old Mumbai-Pune Highway","0.0","0","0.0","0","350",""
"5001","Hotel Harsh","Casual Dining","Kothrud","3.8","165","4.1","926","900","Sea Food, Chicken Biryani, Butter Chicken, Seafood Soup, Paneer Tikka Masala, Thick Cold Coffee, Fish"
"5002","Vijay Bhojanalay","Bhojanalya","Swargate","3.5","15","0.0","0","250",""
"5003","Aftertaste Biryani/Garden Biryani","Quick Bites","Kothrud","3.4","31","3.3","456","250",""
"5004","Brota","Quick Bites","Kothrud","4.0","649","3.9","6003","300","Chicken Broth, Burgers, Veg Shawarma, Chicken Grill, Grilled Chicken Brota, Sandwich, Rolls"
"5005","The Chinese Corner","","Chinchwad","3.3","285","0.0","0","200",""
"5006","Shree Kala Aaba Misalwale","Sweet Shop","Dhankawadi","3.6","21","3.9","74","150",""
"5007","Suryama - Hotel Raviraj","Casual Dining,Bar","Deccan Gymkhana","3.5","95","4.1","216","1300","Butter Chicken, Masala Tikka, Chicken Dum Biryani"
"5008","Ashapuri Dining Hall","Quick Bites","Hinjawadi","3.3","21","0.0","0","300",""
"5009","Lesarah","Quick Bites","Wadgaon Sheri","3.8","85","3.8","444","650","Chicken Lollipop, Sea Food, Surmai Fry"
"5010","Aasra Snacks And Amrutulaya","Quick Bites","Kondhwa","0.0","0","0.0","0","200",""
"5011","Noble Bake Food","Bakery","Wanowrie","4.1","302","0.0","0","150",""
"5012","Thambbi","Casual Dining","Baner","4.0","174","3.6","1139","500","Filtered Coffee, Thali, Dahi Vada, Andhra Dosa, Masala Dosa, Upma, Idli"
"5013","Samy's Hangout","Quick Bites","Nigdi","3.7","34","3.7","359","250",""
"5014","Cafe Durga","Quick Bites","Wakad","2.9","6","3.4","46","300",""
"5015","Uncle Desi","","Koregaon Park","0.0","0","0.0","0","500",""
"5016","Siddharth Pav Bhaji","Quick Bites","Camp Area","3.7","115","3.7","126","300","Tawa Pulav, Masala Pav, Jamun Shots, Cheese Pav Bhaji"
"5017","Jay Ganesh Sabudana Vada","Quick Bites","Sadashiv Peth","3.2","4","0.0","0","100",""
"5018","City Bakery","Bakery","Camp Area","3.8","47","0.0","0","200","Brownie, Veg Puff, Chocolate Chip Cookie, Mawa Cake, Cheese Straws"
"5019","Pizza Pixels","Food Court","Kharadi","3.8","94","3.2","1105","400","Pizza"
"5020","Vidnya Cafeteria","Quick Bites","Bhosari","3.2","5","3.3","75","250",""
"5021","Ice Panda","Dessert Parlor","Baner","3.6","5","3.9","45","300",""
"5022","Ice N Fire SkyLounge","Casual Dining","Baner","4.2","390","0.0","0","1500","Cocktails, Mocktails, Thin Crust Pizza, Pasta, Fish, Gulab Jamun, Bloody Mary"
"5023","SLAY Garden","Casual Dining","Viman Nagar","3.6","18","0.0","0","600",""
"5024","Lotus Court Family Resto Bar","Casual Dining","Pimpri","4.2","577","3.8","559","800","Butter Chicken, Manchurian, Chicken Tikka Masala, Chicken Dum Biryani, Fish, Dum Ka Chicken, Tangdi Kabab"
"5025","Mahesh Lunch Home","Casual Dining,Bar","Camp Area","4.1","600","4.2","139","1500","Sea Food, Fish, Neer Dosa, Masala Prawn, Appam, Lobster, Surmai Curry"
"5026","Farmaaish Lounge & Bar","Lounge,Casual Dining","Viman Nagar","4.2","640","3.3","287","1200","Biryani, Veg Fritters, Fries, Beer, Masala Peanuts, Cocktails, Gunpowder Prawn"
"5027","Hotel Jijau","Quick Bites","Kondhwa","3.4","43","4.0","804","600",""
"5028","Hotel New Visawa","","Hadapsar","0.0","0","0.0","0","500",""
"5029","Red Hot Chinese Center","","Camp Area","4.0","57","0.0","0","250",""
"5030","The Chinatown","Kiosk","Parvati","0.0","0","0.0","0","250",""
"5031","Love Birds Cafe","Quick Bites","Pimpri","0.0","0","0.0","0","150",""
"5032","Star Food & Caterers","Quick Bites","Wakad","3.6","66","0.0","0","450",""
"5033","Panini Cafe","Quick Bites","Salunkhe Vihar Road","4.1","174","3.9","231","600","Salad, Pasta, Panini Sandwich, Potato Wedges, Burgers, Latte, Virgin Mojito"
"5034","The Cake Art","Bakery","Baner","3.9","85","4.2","387","450",""
"5035","D Palace","Casual Dining,Bar","Bavdhan","3.9","379","4.0","1067","1200","Sea Food, Beer, Cocktails, Butter Chicken, Biryani, Multani Mushrooms, Chicken Lasagne"
"5036","Shorba Family Restaurant","Casual Dining","Sinhgad Road","3.9","527","4.1","595","1200","Fish, Neer Dosa, Masala Papad, Chicken Biryani, Mocktails, Cocktails, Manchow Soup"
"5037","Hotel Samadhan","Dhaba","Ravet","4.0","136","0.0","0","400","Chicken Thali, Chicken Rassa, Biryani, Dry Chicken, Mutton Sukha"
"5038","Paper Lantern","Quick Bites","Aundh","4.0","88","4.1","135","500","Noodle"
"5039","What' A Sandwich!","","Kharadi","4.0","138","0.0","0","300","Chicken Crackling, Salad, Fries, Sandwich, Brownie"
"5040","Janvi Restaurant","Casual Dining","Bhugaon","2.9","27","0.0","0","600",""
"5041","Godavari Ruchulu","Quick Bites","Hinjawadi","4.0","295","3.5","3580","600","Kaju Biryani, Chicken Fry Piece Biryani"
"5042","Fountain Hot Chinese Fast Food","Quick Bites","Pimpri","3.0","20","3.6","190","250",""
"5043","Reva Misal","Quick Bites","Warje","2.7","7","0.0","0","200",""
"5044","Dragon Fire","Quick Bites","Viman Nagar","3.5","1130","0.0","0","500",""
"5045","Caneyard","Beverage Shop","Camp Area","3.2","26","4.1","254","150",""
"5046","What' A Sandwich!","","Kharadi","4.0","138","0.0","0","300","Chicken Crackling, Salad, Fries, Sandwich, Brownie"
"5047","What' A Sandwich!","Quick Bites","Magarpatta","3.9","201","3.7","629","300","Sandwich, Salad, Turkey Ham, Chicken Crackling, Crispy Chicken, Brownie, French Fries"
"5048","What' A Sandwich!","Quick Bites","East Street","3.8","186","4.2","287","300","Fries, Chicken Crackling, Pizza, Brownie, Chicken Creamy Chilli, Chicken Sandwich, Waffles"
"5049","What' A Sandwich!","Quick Bites","Wanowrie","3.7","25","0.0","0","300",""
"5050","What' a Sandwich!","Quick Bites","Baner","3.8","20","0.0","0","300",""
"5051","What'A Sandwich","Quick Bites","Dhankawadi","3.5","15","3.9","70","400",""
"5052","What' A Sandwich!","Quick Bites","Sinhgad Road","3.7","16","3.9","25","300",""
"5053","What' A Sandwich!","","Viman Nagar","3.7","828","0.0","0","300","Sandwich, Chicken Crackling, Brownie, Salad, Cheesy Chicken"
"5054","What'A Sandwich","","Pimple Saudagar","3.9","38","0.0","0","300",""
"5055","What' A Sandwich!","","Kothrud","3.9","47","0.0","0","300",""
"5056","New Punjabi Grill","Casual Dining","Bavdhan","2.7","247","3.5","4424","600","Paneer Tikka, Chana Masala, Kulcha, Chicken Tikka Masala, Chole Kulche"
"5057","Sagar Foodies Adda","Casual Dining","Kothrud","3.2","8","0.0","0","500",""
"5058","M Purohit Sweets","Sweet Shop","NIBM Road","3.2","4","0.0","0","100",""
"5059","Masala Punjab Da","","Viman Nagar","3.6","172","0.0","0","450","Butter Chicken, Biryani, Tandoori Chicken, Dal Makhani, Chicken Tikka, Panneer Butter Masala, Butter Naan"
"5060","The Chicken Company","Quick Bites","Kharadi","3.7","48","3.0","103","400",""
"5061","Hotel Shivmudra","Quick Bites","Wadgaon Sheri","3.7","50","3.2","257","600",""
"5062","Durga Pav Bhaji & Juice Center","Quick Bites","Hadapsar","2.9","49","4.0","611","250",""
"5063","Masala Kitchen","Quick Bites","Kharadi","3.9","145","3.2","3329","300","Chicken Masala, Sev Bhaji, Paratha, Dal Kichadi, Gulab Jamun, Butter Chicken, Chicken Biryani"
"5064","Kibbeh","Quick Bites","Aundh","4.0","380","0.0","0","300","Shawarma, Tandoori Chicken, Chicken Shawarama, Falafel Roll, Chicken Grill, Burgers, Spicy Chicken Roll"
"5065","Foodies Corner","Casual Dining","Nigdi","4.2","275","4.0","131","800","Noodle, Pad Thai, Thai Red Curry, Thai Green Curry, Brownie, Crabmeat Soup, Corn Kernels"
"5066","Coffee House","Casual Dining","Camp Area","4.1","591","4.2","250","550","Filtered Coffee, Pav Bhaji, Uttapam, Idli, Mysore Masala Dosa, Chole Bhature, Tea"
"5067","Yummilicious Cakes N More","Bakery","Wagholi","3.8","146","3.8","1288","250","Pizza, Dutch Truffle, Red Velvet Cake, Garlic Bread, Plum Cake, Chocolate Mousse Cake, Cheesecake"
"5068","Sky Light","Casual Dining","Viman Nagar","3.1","76","3.9","818","550","Chicken Biryani"
"5069","Chakhna.Com","Quick Bites","Wakad","3.7","26","0.0","0","400","Deviled Eggs"
"5070","Hungry Folks","Quick Bites","Ravet","3.3","8","0.0","0","300",""
"5071","Golden Dragon","Quick Bites","Khadki","3.7","133","0.0","0","350","Dragon Noodles, Noodle, Schezwan Rice, Manchow Soup, Veg Manchurian"
"5072","Hyderabad Tandoori","Casual Dining","Dhole Patil Road","3.1","102","3.8","558","600","Chicken Dum Biryani, Chicken Tikka, Hyderabadi Chicken, Salad"
"5073","Hotel Preetam","Casual Dining","Camp Area","3.6","5","0.0","0","600",""
"5074","Butter Chicken Factory","Casual Dining","Viman Nagar","3.5","67","4.1","279","1000","Butter Chicken, Tikka, Dal Makhani, Garlic Naan, Chicken Biryani"
"5075","K","Casual Dining","Aundh","4.1","94","3.9","44","1200","Kimchi, Ramen, Noodle"
"5076","Golden Curry","Casual Dining,Bar","Chinchwad","3.6","205","3.8","153","1500","Sea Food, Masala Papad, Manchow Soup, Neer Dosa, Veg Platter, Dal Tadka, Thai Green Curry"
"5077","Soul Handi","Casual Dining","Viman Nagar","3.6","327","3.0","5128","600","Butter Naan, Roti, Butter Chicken, Thali, Tandoori Chicken, Hara Bhara Kabab, Chicken Lollipop"
"5078","Preeti Juice Bar And Pav Bhaji","Beverage Shop,Quick Bites","Sadashiv Peth","3.5","6","3.6","60","450",""
"5079","Healthy Affairs","","Bibvewadi","3.9","35","0.0","0","300",""
"5080","Celebrations The Cake Shop","Bakery","Wakad","4.4","507","4.1","418","300","Photo Cake, Chocolate Cake, Fruit Cake, Chocochip Cake, Kitkat Cake, Divine Cake, Blueberry Cake"
"5081","Siddhi Veg - Non Veg","Casual Dining","Erandwane","4.0","78","4.0","214","550","Butter Chicken, Maharastrian Thali"
"5082","Broccoli - Picaddle Resort","Casual Dining","Picaddle Resort, Lonavala","4.1","322","0.0","0","1050","Brownie, Chilli Paneer, Dal Makhani, Broccoli Soup, Club Sandwich, Lasooni Palak, Lemon Coriander Soup"
"5083","Sodhi Naan House","Quick Bites","Kondhwa","3.9","140","3.7","4504","300",""
"5084","Maratha Kolhapur Darbar","Quick Bites","Sadashiv Peth","3.9","94","3.9","68","500","Pandhra Rassa, Mutton Biryani, Chicken Thali, Mutton Keema, Mutton Fry Thali, Mutton Masala"
"5085","Sai Sagar","Casual Dining","Chakan","3.3","31","0.0","0","550",""
"5086","Ice Cream Factory & Shahi Durbar","Dessert Parlor","Aundh","3.3","137","3.6","376","350","Mango Kulfi, Paan Kulfi, Brownie, Rabri, Stick Kulfi, Mango Faluda, Malai Kulfi"
"5087","Akurdi Manna Dosa Magic","Quick Bites","Nigdi","4.0","171","3.3","1101","200","Tea, Pav Bhaji, Onion Uttapam, Gini Dosa, Paneer Frankie, Chocolate Dosa, Masala Dosa"
"5088","Cafe Sky","Café","FC Road","3.6","29","0.0","0","200",""
"5089","That's Eat","Quick Bites","Hinjawadi","3.7","41","3.5","1201","400",""
"5090","Hotel Gopala","Quick Bites","Pimpri","3.8","44","3.8","394","400",""
"5091","The Biryani Life","","Satara Road","3.7","165","0.0","0","350",""
"5092","Brickwood Resto","Quick Bites","Kalyani Nagar","3.5","5","0.0","0","500",""
"5093","Saundarya Garden","Casual Dining,Bar","Hinjawadi","3.9","1041","3.8","352","1200","Butter Chicken, Tandoori Chicken, Sea Food, Butter Naan, Mocktails, Cocktails, Biryani"
"5094","Agatya Family Restaurant & Bar","Casual Dining","Lohegaon","3.8","14","0.0","0","1200",""
"5095","The Royal's Multicuisine Restaurant","Casual Dining","Dhanori","3.8","221","3.3","250","800","Bamboo Biryani, Goan Fish Curry, Bamboo Chicken, Dal Tadka, Butter Naan, Masala Papad"
"5096","Masa Masa Seafood Kitchen","Casual Dining,Bar","Kharadi","4.3","462","4.0","654","1300","Sea Food, Koliwada Prawn, Biryani, Mojito, Lobster, Goan Fish Curry, Paan Shot"
"5097","The Single Malt And Co. - Hyatt Regency Pune","Bar","The Hyatt Regency, Nagar Road","3.9","102","0.0","0","1950","Beer, Cocktails"
"5098","Mountain High","Casual Dining,Bar","Wanowrie","3.8","290","4.1","1275","1200","Mocktails, Cocktails, Biryani, Sweet Corn Soup, Manchow Soup, Butter Chicken, Chilli Chicken"
"5099","J1-जेवण","Casual Dining","Shivaji Nagar","4.4","796","4.3","706","900","Kothimbir Vadi, Chicken Warhadi, Mutton Chops, Fish, Crab Soup, Koliwada Prawn, Bombil Fry"
"5100","Restro The Pasta","","Wakad","3.8","64","0.0","0","500",""
"5101","Ice Cream Factory & Shahi Durbar","Dessert Parlor","Aundh","3.3","137","3.6","376","350","Mango Kulfi, Paan Kulfi, Brownie, Rabri, Stick Kulfi, Mango Faluda, Malai Kulfi"
"5102","Shahi Durbar","Dessert Parlor","Kothrud","3.9","228","0.0","0","400","Rabri, Faluda, Phirni, Rabdi Gulab Jamun, Malai Kulfi"
"5103","Ice Cream Factory & Shahi Durbar","Dessert Parlor","Pimple Saudagar","2.9","307","3.2","511","350","Thick Shakes, Brownie, Death By Chocolate, Rabri, Faluda, Chocolate Waffles, Freak Shake"
"5104","Ice Cream Factory","Dessert Parlor","MG Road","3.7","140","3.3","140","300","Chocolate Icecreams, Red Velvet Shake, Chocolate Fudge Brownie, Freak Shake, Vanilla Ice Cream, Belgian Waffles, Mango Ice Cream"
"5105","O Paji","Quick Bites","Kothrud","0.0","0","0.0","0","450",""
"5106","S Kumar Wadewale","Quick Bites","B.T. Kawade Road","0.0","0","0.0","0","150",""
"5107","Pathik","Casual Dining,Bar","Dehu Road","0.0","0","0.0","0","700",""
"5108","Esha Cafe","Quick Bites","Bavdhan","0.0","0","0.0","0","200",""
"5109","Babu Khan Caterers - Biryani","Quick Bites","B.T. Kawade Road","3.9","29","0.0","0","500",""
"5110","Granny Ammaas Cake","Bakery","Rasta Peth","4.5","122","0.0","0","200","Mango Cake, Mixed Fruit Cake"
"5111","Whisk","","Kalyani Nagar","0.0","0","0.0","0","500",""
"5112","The Breakfast Box","","Pimple Saudagar","3.9","4232","0.0","0","500","Healthy Breakfast, Salad, Paratha, Pineapple Juice, Coleslaw Sandwich, Sunday Breakfast, Uttapam"
"5113","The Queen's Plate","Quick Bites","Bibvewadi","3.7","202","0.0","0","400",""
"5114","Healthy Craving","Food Court","Hinjawadi","4.1","238","3.4","1737","400","Chicken Salad, Fruit Salad, Chicken Grilled Sandwich, Corn Sandwich, Protein Shake, Fruit Custard, Sprout Salad"
"5115","Shri Gajanan Shegaon Kachori","","Karve Nagar","3.9","319","0.0","0","150","Shegaon Kachori, Samosa, Chaat"
"5116","Vimanzza Cafe","Café","Viman Nagar","4.1","557","3.4","3569","700","Pasta, Sandwich, Biryani, Fries, Farm Pizza, Maggi, Cheesy Garlic Bread"
"5117","Shangri-La Kamalbaug","Casual Dining,Bar","Wagholi","3.9","228","3.7","1708","700","Biryani, Veg Platter"
"5118","Hotel Shivshankar","Quick Bites","Hinjawadi","3.0","69","4.0","384","400","Noodle, Momos"
"5119","Crabza","Quick Bites","Warje","3.5","7","0.0","0","500",""
"5120","Sri Murlidhar Veg Thali","Casual Dining","Sadashiv Peth","4.2","196","4.1","812","400","Aamras, Dal Kichadi, Khichda, Kadhi, Dal Bati Churma"
"5121","Signature Veg - Non veg","Casual Dining","Baner","2.9","70","3.4","345","800","Chicken Biryani"
"5122","Annapoorna","Casual Dining","Chinchwad","3.9","255","0.0","0","650","Pav Bhaji, Masala Papad, Paneer Tikka Masala, Veg Manchurian, Rava Masala Dosa, Mushroom Soup, Noodle"
"5123","Veg Darbar","","Dange Chowk","3.6","155","0.0","0","350",""
"5124","Raje Chinese Restaurant","Quick Bites","Camp Area","3.4","61","4.1","665","400",""
"5125","SWS Veg Pizzaria","Quick Bites","Bibvewadi","2.9","57","3.3","80","400",""
"5126","Ghone’s Pure Non-Veg","Quick Bites","Bibvewadi","3.7","23","4.1","154","600",""
"5127","Kerala Kitchen","Quick Bites","Wakad","3.0","39","3.6","1160","400",""
"5128","Cafe Farm House","Quick Bites","Salunkhe Vihar Road","3.7","59","3.9","451","550","Chicken Biryani, Bun Maskas, Irani Chai, Tandoori Chicken"
"5129","The Dum  Biryani","Quick Bites","Baner","3.1","15","2.8","470","300",""
"5130","Ek No. Foodies","Quick Bites","NIBM Road","3.8","87","3.6","295","450",""
"5131","Wafflin' Around","Dessert Parlor","Aundh","4.4","606","3.8","1676","300","Hot Chocolate, Hot Coffee, Iced Tea, Red Velvet Oreo, Chocolate Waffles, Ferrero Rocher, Chocolate Icecreams"
"5132","Kayamkulam Cafe","Food Court","Pune-Solapur Road","3.8","14","3.9","88","400",""
"5133","Baba Biryani","Quick Bites","Yerawada","3.0","36","3.6","347","450",""
"5134","Kata Kirr","Quick Bites","Viman Nagar","2.7","49","0.0","0","150",""
"5135","Chai","Café","Salunkhe Vihar Road","3.7","282","3.6","991","500","Bun Maskas, Maggi, Masala Chai, Ginger Tea, Hot Chocolate, Ginger Chai, Noodle"
"5136","Down South","Quick Bites","NIBM Road","3.1","8","3.4","156","300",""
"5137","Govinda Deccan Veg","Quick Bites","Deccan Gymkhana","3.3","62","4.1","2498","500",""
"5138","Balaji Pure Veg Vasu's","Casual Dining","Ravet","3.9","221","4.0","3128","600","Roti, Naan, Spring Roll, Mango Mania, Vegetable Biryani"
"5139","Hotel Marathwada","Casual Dining","Pashan","3.3","77","3.1","175","500","Biryani, Chicken Fry, Chicken Thali"
"5140","Mukul's Eastern Spice","Quick Bites","Pimple Gurav","2.9","51","3.9","1209","400",""
"5141","Bite Me","Quick Bites","Pimple Gurav","3.8","81","3.6","1614","250","Burgers, Pizza, Cheese Burger"
"5142","Lay Bhari Anda Bhurji Centre","","Hinjawadi","3.0","354","0.0","0","150",""
"5143","The Asian Box Resto Bar","Casual Dining","Baner","4.3","465","4.1","492","1300","Khao Suey, Khau Suey, Noodle, Cocktails, Sushi, Chicken Kung Pao, Dumplings"
"5144","Karkhana","Casual Dining","Bavdhan","4.3","994","3.8","17","1100","Pasta, Burgers, Chicken Chettinad, Salad, Paneer Khurchan, Roti, Mashed Potato"
"5145","Reddy's Family Resto And Bar","Casual Dining","Yerawada","0.0","0","0.0","0","750",""
"5146","Cafe Pizza Bites","","Kothrud","3.0","515","0.0","0","250",""
"5147","Nutrimonk.life","Quick Bites","Bizz Bay Mall, NIBM Road","4.1","223","0.0","0","350",""
"5148","Gravity Shakes","","Lohegaon","4.2","62","0.0","0","350",""
"5149","Foodzen","Quick Bites","Kothrud","0.0","0","0.0","0","400",""
"5150","Chai","Café","Salunkhe Vihar Road","3.7","282","3.6","991","500","Bun Maskas, Maggi, Masala Chai, Ginger Tea, Hot Chocolate, Ginger Chai, Noodle"
"5151","Chai","Café","Koregaon Park","4.0","520","3.9","894","500","Tea, Masala Chai, Bun Maskas, Sandwich, Mushroom Maggi, Pasta, Masala Omelette"
"5152","Chai","Café","Viman Nagar","3.5","552","3.8","3225","500","Tea, Sandwich, Maggi, Pasta, Ginger Chai, Pizza, Burgers"
"5153","Chai","Café","Kondhwa","3.8","13","0.0","0","500",""
"5154","OMG Burgers!","","Lohegaon","3.2","473","0.0","0","350",""
"5155","Multi Flavour Pani Puri","Quick Bites","Wakad","0.0","0","0.0","0","100",""
"5156","PK Biryani House","Casual Dining","Swargate","0.0","0","0.0","0","600",""
"5157","Khaidai","","Aundh","3.7","31","0.0","0","350",""
"5158","Apyayan","Casual Dining","Wakad","3.9","623","3.8","2888","1000","Mutton Kosha, Fish Fry, Rasgulla, Chicken Thali, Begun Bhaja, Chicken Biryani, Plain Rice"
"5159","Foodland","Casual Dining","Pimpri","3.5","290","3.6","6834","650","Chicken Biryani, Chicken Tikka Masala"
"5160","Night Feeder's","","Katraj","3.7","3867","0.0","0","600","Chicken Burger, Burgers, Tikka, Butter Chicken Combo"
"5161","Bistro Olives","","Kharadi","3.6","91","0.0","0","450",""
"5162","Naivedyam","Casual Dining","Sinhgad Road","3.9","300","3.9","32","800","Pasta, Pav Bhaji, Tomato Soup, Jeera Rice, Paneer Tikka Biryani, Hara Bhara Kebab, Paneer Lasooni"
"5163","Lasa's Kitchen","Casual Dining","Wanowrie","2.6","155","3.3","2564","550","Tandoori Chicken, Butter Chicken, Chicken Lollipop, Veg Hakka Noodles, Garlic Butter Naan, Chicken Biryani"
