"restaurant_id","restaurant_name","restaurant_type","area","dine_rating","dine_reviews","delivery_rating","delivery_reviews","cost_for_two","liked"
"1","Mix@36 - The Westin","Lounge","The Westin, Mundhwa","4.2","707","0.0","0","4300","Cocktails, Chaat, Beer"
"2","Kangan - The Westin","Fine Dining","The Westin, Mundhwa","4.1","344","0.0","0","3500","Biryani, Veg Platter, Dal Makhani, Butter Chicken, Naan, Paneer Tikka, Kulfi"
"3","Coriander Kitchen - Conrad Pune","Fine Dining","Conrad Pune, Bund Garden Road","4.5","541","0.0","0","3200","Pasta, Panipuri, Waffles, Pizza, Salad, Chaat, Noodle"
"4","The Market - The Westin","Fine Dining","The Westin, Mundhwa","4.0","55","0.0","0","3200","Vanilla Ice Cream, Chaat, Sushi"
"5","Vandaag - Vivanta Pune","Pub,Casual Dining","Vivanta Pune, Hinjewadi","3.9","113","0.0","0","3100","Cocktails, Beer, Peri Peri Chicken, Fish, Veg Platter"
"6","Baan Tao - Hyatt Pune","Fine Dining","Hyatt Pune, Nagar Road","4.5","739","0.0","0","3000","Sushi, Salad, Dumplings, Tom Yum Soup, Dimsum Lunch, Clear Soup, Chicken Dim Sum"
"7","Zeera - Conrad Pune","Fine Dining","Conrad Pune, Bund Garden Road","4.1","159","0.0","0","3000","Paan Ice Cream, Biryani, Coffee, Pindi Chole, Tikki, Garlic Naan, Thali"
"8","Koji - Conrad Pune","Fine Dining","Conrad Pune, Bund Garden Road","4.1","199","0.0","0","3000","Sushi, Cocktails, Salmon, Chicken Clay Pot, Kung Pao Chicken, Mocktails, Sashimi"
"9","Feast - Sheraton Grand","Fine Dining","Sheraton Grand, Bund Garden Road","4.5","577","0.0","0","3000","Pasta, Salad, Sea Food, Coffee, Paan Ice Cream, Fish, Lamb"
"10","Aasmana: The Ritz-Carlton","Fine Dining","Ritz Carlton, Yerwada","3.7","22","0.0","0","3000",""
"11","Kabana - Conrad Pune","Lounge","Conrad Pune, Bund Garden Road","4.0","95","0.0","0","3000","Pizza, Fish"
"12","Masu - Conrad Pune","Bar","Conrad Pune, Bund Garden Road","3.8","79","0.0","0","3000","Cocktails"
"13","Level 12 - DoubleTree By Hilton Hotel","Lounge,Fine Dining","DoubleTree By Hilton Hotel","4.2","336","0.0","0","3000","Biryani, Butter Chicken, Kulfi, Amritsari Kulcha, Chaat, Veg Platter, Mocktails"
"14","Kitsch - The O Hotel","Fine Dining","The O Hotel, Koregaon Park","3.9","227","0.0","0","2900","Salad, Pasta, Pizza, Cocktails, Aloo Tikki, Rasmalai, Cheesecake"
"15","Roof Top Bar - Sheraton Grand","Casual Dining","Bund Garden Road","3.4","21","0.0","0","2900",""
"16","Connexions Lounge & Bar - Ramada Plaza","Lounge,Bar","Ramada Plaza, Hinjewadi","3.4","19","0.0","0","2900",""
"17","Asian Harbour - Vivanta Pune","Casual Dining","Vivanta Pune, Hinjewadi","3.6","23","0.0","0","2700",""
"18","Oak Lounge - Marriott Suites Pune","Lounge","Marriott Suites Pune","4.2","845","0.0","0","2700","Cocktails, Pizza, Wine"
"19","The Cafè - Hyatt Regency Pune","Fine Dining","The Hyatt Regency, Nagar Road","4.3","675","0.0","0","2600","Salad, Sushi, Fish, Biryani, Noodle, Chaat, Panipuri"
"20","Eighty Eight - Hyatt Pune","Fine Dining","Hyatt Pune, Nagar Road","3.8","310","0.0","0","2600","Pizza, Pasta, Salad, Breakfast Buffet, Fish, Tea, Risotto"
"21","Easy - Blue Diamond","Lounge","Blue Diamond, Koregaon Park","3.5","38","0.0","0","2600",""
"22","Paasha - JW Marriott Pune","Fine Dining","JW Marriott Pune, Senapati Bapat Road","4.8","3319","0.0","0","2500","Cocktails, Mocktails, Biryani, Dal Makhani, Wine, Paneer Tikka, Murgh Peshawari"
"23","Evviva Sky Lounge - Crowne Plaza Pune City Centre","Lounge","Crowne Plaza Pune City Centre, Bund Garden Road","4.3","744","0.0","0","2500","Cocktails, Paneer Tikka, Nachos, Paratha, Mojito, Salad, Murgh Peshawari"
"24","Mosaic - Crowne Plaza Pune City Centre","Casual Dining","Crowne Plaza Pune City Centre, Bund Garden Road","4.1","294","0.0","0","2500","Roti, Salad, Chai, Dahi Vada, Coffee, Paratha, Dal Bati"
"25","Ukiyo: The Ritz-Carlton","Fine Dining","Ritz Carlton, Yerwada","3.9","21","0.0","0","2500",""
"26","Mi-a-Mi - JW Marriott Pune","Club","JW Marriott Pune, Senapati Bapat Road","4.4","2074","0.0","0","2500","Cocktails, Mocktails, Beer, Pizza, Chicken Wings, Fire Shots, Fries"
"27","TGI Fridays","Bar,Casual Dining","Seasons Mall, Magarpatta","4.1","1360","0.0","0","2500","Cocktails, Burgers, Nachos, Pizza, Pasta, Beer, Chicken Wings"
"28","Chingari - Sheraton Grand","Fine Dining","Sheraton Grand, Bund Garden Road","4.2","559","0.0","0","2500","Chicken Dum Biryani, Butter Chicken, Galauti Kebab, Dal Makhani, Dal Tikki, Chicken Kebab, Cocktails"
"29","The House Of Medici - The Westin","Lounge","The Westin, Mundhwa","3.9","284","0.0","0","2500","Cocktails, Onion Rings, Risotto, Beer"
"30","Whispering Bamboo - Blue Diamond","Fine Dining","Blue Diamond, Koregaon Park","4.3","244","0.0","0","2500","Noodle, Lamb, Dumplings, Sweet Corn Chicken Soup, Clear Soup, Kimchi, Golden Fried Prawns"
"31","Euriska","Lounge,Casual Dining","Mundhwa","4.2","1088","0.0","0","2500","Cocktails, Salad, Pizza, Mocktails, Baklava, Pasta, Tiramisu"
"32","Mystic Masala - Blue Diamond","Fine Dining","Blue Diamond, Koregaon Park","4.1","168","0.0","0","2500","Mutton Sukha, Fish, Stuffed Mushroom, Salad, Lassi, Rolls, Sol Kadhi"
"33","Bar 101 - JW Marriott Pune","Bar","JW Marriott Pune, Senapati Bapat Road","3.9","56","0.0","0","2500",""
"34","Coffee to Cocktails Bar - Hyatt Place","Fine Dining","Hyatt Place, Hinjewadi","3.6","30","0.0","0","2500",""
"35","Villa Bistro","Casual Dining,Bar","Lonavala","3.8","49","0.0","0","2500",""
"36","Skye Lounge Bar - Radisson Blu Hotel","Bar","Radisson Blu Hotel, Kharadi","3.1","35","0.0","0","2500",""
"37","Zen Bar","Bar","Hotel Mercure, Lavasa","0.0","0","0.0","0","2400",""
"38","Payatha - Ethnic Foothill Restaurant","Casual Dining","Fort Jadhavgadh, Hadapsar","3.4","88","0.0","0","2400","Rabri, Fish, Malpua, Pasta"
"39","Boteco - Restaurante Brasileiro","Casual Dining,Bar","Koregaon Park","4.8","764","4.1","496","2300","Cocktails, Steak, Profiterole, Pork Momo, Lamb, Churros, Salad"
"40","Independence Brewing Company","Bar,Casual Dining","Mundhwa","4.6","2505","0.0","0","2300","Beer, Nachos, Mocktails, Beef Burger, Corn Chaat, Chocolate Mousse, Haryali Paneer Tikka"
"41","Buzz - Vivanta Pune","Casual Dining","Vivanta Pune, Hinjewadi","4.3","456","0.0","0","2300","Salad, Pizza, Mocktails, Pasta, Noodle, Chicken Grill, Fish"
"42","Chapter Seven Skybar & Kitchen","Bar,Casual Dining","Wakad","4.0","402","3.2","33","2300","Mocktails, Cocktails, Brownie, Peri Peri Chicken, Pepper Chicken, Naan, Paneer Peri Peri"
"43","Spice Kitchen - JW Marriott Pune","Fine Dining","JW Marriott Pune, Senapati Bapat Road","4.5","1757","0.0","0","2200","Salad, Pizza, Waffles, Dal Makhani, Noodle, Pasta, Breakfast Buffet"
"44","1000 Oaks","Casual Dining,Bar","East Street","4.4","1902","3.9","60","2200","Cocktails, Tandoori Mushrooms, Dal Makhani, Chicken Biryani, Long Island Iced Tea, Mocktails, Naan"
"45","Cuba Libre","Bar,Casual Dining","Phoenix Market City, Viman Nagar","4.0","951","0.0","0","2200","Cocktails, Fish, Pizza, Nachos, Chicken Wings, Fries, Stuffed Chicken"
"46","The Great Kabab Factory - Radisson Blu Hotel","Fine Dining,Bar","Radisson Blu Hotel, Kharadi","4.2","415","0.0","0","2200","Galauti Kebab, Biryani, Kulfi, Paan Ice Cream, Gulab Jamun, Mocktails, Phirni"
"47","Felix Bar - Ramada Plaza","Lounge","Ramada Plaza, Hinjewadi","3.3","26","0.0","0","2200",""
"48","Blinque - Parc Estique","Bar","Parc Estique, Viman Nagar","3.2","36","0.0","0","2200",""
"49","Mix - Hotel Royal Orchid Central","Lounge","Hotel Royal Orchid Central Kalyani Nagar","3.4","15","0.0","0","2200",""
"50","Savya Rasa","Fine Dining,Bar","Koregaon Park","4.9","1245","4.1","223","2100","Appam, Neer Dosa, Cocktails, Fish, Vegetable Stew, Coffee, Paratha"
"51","24/7 Gallery Café - Hyatt Place","Fine Dining,Bar","Hyatt Place, Hinjewadi","3.9","322","0.0","0","2100","Salad, Chaat, Fish, Chicken Tikka, Lunch Buffet, Dal Makhani, Brownie"
"52","MoMo 2Go - Courtyard By Marriott Pune Hinjewadi","Casual Dining","Courtyard By Marriott, Hinjewadi","3.9","118","0.0","0","2100","Salad, Fish, Brownie Chocolate, Pizza, Noodle, Momos, Pasta"
"53","Senses - Marriott Suites Pune","Fine Dining,Bar","Marriott Suites Pune","4.4","713","0.0","0","2100","Salad, Chicken Biryani, Fish, Pasta, Gulab Jamun, Lunch Buffet, Mocktails"
"54","Cafe 24","Fine Dining,Bar","Della Adventure Resort","4.4","885","0.0","0","2100","Biryani, Pizza, Mocktails, Coffee, Pasta, Cocktails, Salad"
"55","Puran Da Dhaba - Pride Hotel","Casual Dining","The Pride Hotel Shivaji Nagar","3.9","234","0.0","0","2100","Makke Ki Roti, Sarso Da Saag, Balushahi, Chaat, Rabri, Aloo Tikki, Jalebi"
"56","Xtasy Lounge Bar","Lounge,Casual Dining","The Pride Hotel Shivaji Nagar","3.4","31","0.0","0","2100",""
"57","Amnesia","Casual Dining,Bar","Hotel Orritel Convention & Wedding Resort","2.9","4","0.0","0","2100",""
"58","Little Italy","Casual Dining","Kondhwa","4.2","687","4.2","756","2000","Pizza, Nachos, Chocolate Bomb, Ravioli, Lasagne, Pasta Barbaresca, Spaghetti"
"59","Effingut","Pub","Baner","4.7","2894","4.5","649","2000","Apple Cider, Craft Beer, Nachos, Cocktails, Buffalo Wings, Hefeweizen, Brownie Chocolate"
"60","Spice Factory","Casual Dining,Bar","Kharadi","4.2","1675","3.0","2868","2000","Cocktails, Brownie, Mocktails, Biryani, Dal Makhani, Tandoori Chicken, Paneer Chatpata Tikka"
"61","Little Italy","Casual Dining","Kondhwa","4.2","687","4.2","756","2000","Pizza, Nachos, Chocolate Bomb, Ravioli, Lasagne, Pasta Barbaresca, Spaghetti"
"62","Little Italy","Casual Dining","Bund Garden Road","4.5","1126","3.9","876","2000","Pasta, Pizza, Nachos, Salad, Chocolate Bomb, Mushroom Soup, Tiramisu"
"63","Little Italy","Casual Dining","Chinchwad","4.2","640","4.0","640","2000","Pasta, Pizza, Nachos, Salad, Brownie, Tiramisu, Mocktails"
"64","Little Italy","Casual Dining,Bar","Shivaji Nagar","4.5","2698","4.5","847","1500","Pasta, Pizza, Nachos, Tiramisu, Lasagne, Salad, Chocolate Bomb"
"65","Little Italy","","Kharadi","3.4","72","0.0","0","200",""
"66","Shisha Jazz Cafe","Lounge,Casual Dining","ABC Farms,Mundhwa","4.4","2843","3.9","30","2000","Beer, Chicken Lasagne, Cocktails, Butter Chicken, Nachos, Veg Lasagna, Chaat"
"67","Fly High","Bar","Hinjawadi","4.2","1026","3.6","492","2000","Fish, Peri Peri Chicken, Chicken Nachos, Cocktails, Biryani, Long Island Iced Tea, Mocktails"
"68","The Daily All Day","Casual Dining,Bar","Koregaon Park","4.5","898","4.4","341","2000","Cocktails, Drunken Prawn, Mocktails, Vanilla Ice Cream, Salad, Panna Cotta, Beer"
"69","Latitude - Blue Diamond","Fine Dining","Blue Diamond, Koregaon Park","4.3","753","0.0","0","2000","Pizza, Biryani, Pasta, Fish, Salad, Keema Pav, Tea"
"70","Marmalade","Casual Dining","Aundh","3.7","23","0.0","0","2000",""
"71","Cafe 1730","Bar,Casual Dining","City Hub @ WTC, Kharadi","4.5","1705","3.8","444","2000","Pasta, Pizza, Butter Chicken, Lasagne, Chicken Steak, Nachos, Salad"
"72","Retox","Pub,Casual Dining","Viman Nagar","4.4","1599","0.0","0","2000","Cocktails, Fries, Long Island Iced Tea, Burgers, Nachos, Mocktails, Dal Kichadi"
"73","The K Factory","Casual Dining,Lounge","Baner","4.6","3742","3.9","252","2000","Pasta, Salad, Cheesecake, Cocktails, Pizza, Peri Peri Chicken, Caramel Panna Cotta"
"74","Three Kitchens Restaurant And Bar: The Ritz-Carlton","Casual Dining","Ritz Carlton, Yerwada","4.0","54","0.0","0","2000",""
"75","Daily Treats - The Westin","Café,Dessert Parlor","The Westin, Mundhwa","4.0","198","0.0","0","2000","Coffee, Cappuccino, Dal Tadka, Tea, Fruit Pastry, Burgers, Hot Chocolate"
"76","The 1st Brewhouse - The Corinthians","Microbrewery,Pub","The Corinthians, Kondhawa","4.4","2240","0.0","0","2000","Apple Cider, Chilli Chicken, Cocktails, Pasta, Craft Beer, Mocktails, Masala Peanuts"
"77","Café Delhi Heights","Casual Dining,Café","Phoenix Market City, Viman Nagar","4.3","587","3.5","81","2000","Galauti Kebab, Burgers, Pizza, Coffee, Salad, Pasta, Dal Makhani"
"78","Zeta - Hyatt Regency Pune","Casual Dining","The Hyatt Regency, Nagar Road","4.4","288","0.0","0","2000","Salad, Tiramisu, Chocolate Mousse, Cauliflower Soup, Burgers, Ravioli, Bannoffee Pie"
"79","Classic Rock Cafe & Comedy","Bar,Casual Dining","Kalyani Nagar","4.5","2933","3.9","363","2000","Coffee, Cocktails, Beer, Mocktails, Pasta, Nachos, Chicken Biryani"
"80","Punjab Grill","Casual Dining","Phoenix Market City, Viman Nagar","4.2","1742","3.7","703","2000","Dal Makhani, Paan Shot, Butter Chicken, Chicken Biryani, Chicken Tikka, Murgh Lababdar, Paneer Lababdar"
"81","Sorriso- Marriott Suites Pune","Casual Dining","Marriott Suites Pune","4.2","241","0.0","0","2000","Pasta, Tiramisu, Wine, Salad, Pork Burger, Thin Crust Pizza, Cocktails"
"82","Sunny Da Dhaba","Dhaba","Old Mumbai-Pune Highway","3.9","833","0.0","0","2000","Butter Chicken, Lassi, Dal Makhani, Rumali Roti, Tandoori Chicken, Lamb, Chicken Lamba"
"83","Ground Up","Casual Dining","Viman Nagar","4.1","83","0.0","0","2000","Sandwich, Chocolate Tart, Banh Mi, Noodle, Tomatillo Salsa"
"84","The Eatery - Four Points by Sheraton","Casual Dining,Bar","Four Points by Sheraton, Viman Nagar","4.0","258","3.9","41","2000","Biryani, Breakfast Buffet, Fish, Sandwich, Croissant, Waffles, Tea"
"85","The Fishbowl - Hyatt Pune","Lounge","Hyatt Pune, Nagar Road","4.0","154","0.0","0","2000","Cocktails, Mutton Seekh Kebab, Pizza, Fish Bowl"
"86","Arirang Restaurant","Casual Dining","Kharadi","3.2","4","0.0","0","2000",""
"87","1 Lounge and Restaurant","Lounge","Mundhwa","4.0","848","3.9","67","2000","Cocktails, Mocktails, Mashed Potato, Thin Crust Pizza, Cheese Balls, Pasta, Fish Tikka"
"88","Plunge - All Day Kitchen and Bar","Bar,Casual Dining","Koregaon Park","4.2","347","0.0","0","2000","Cocktails, Pizza, White Sauce Pasta, Mocktails, Naan, Lasagne, Jalapeno Nuggets"
"89","The Cult - House","Lounge,Casual Dining","Magarpatta","3.6","120","0.0","0","2000","Dumplings"
"90","Carmine  Radisson Blu Hotel","Casual Dining","Radisson Blu Hotel, Kharadi","3.8","161","0.0","0","2000","Pasta, Salad, Misal, Healthy Breakfast, Noodle, Smokey Chicken"
"91","Soak - Novotel","Lounge","Novotel, Nagar Road","3.5","41","0.0","0","2000",""
"92","Oakleaf at Oakwood Residence","Casual Dining","Bund Garden Road","3.3","34","0.0","0","2000",""
"93","Bar Code - Novotel","Bar","Novotel, Nagar Road","3.3","32","0.0","0","2000",""
"94","Dumb & Dumber","Bar,Casual Dining","FC Road","3.4","122","0.0","0","2000","Cocktails, Butter Chicken, Pizza, Tandoori Chicken, Chicken Tikka, Naan, Nachos"
"95","Xanadu - Ambrosia Resort & Spa","Lounge","Ambrosia Resort and Spa","3.7","92","0.0","0","2000","Cocktails, Beer, Nachos"
"96","Anytime Coffee Shop","Fine Dining","Pancard Clubs","2.9","12","0.0","0","2000",""
"97","The Chinese Restaurant","Fine Dining","Mundhwa","0.0","0","0.0","0","2000",""
"98","The Long Bar","Bar,Casual Dining","Wakad","3.8","29","0.0","0","2000",""
"99","Nation 330","Pub,Casual Dining","Aditya Shagun Mall, Bavdhan","3.8","55","0.0","0","2000",""
"100","Coffee Shop - Fariyas Holiday Resort","Casual Dining","Fariyas Holiday Resort, Lonavala","3.7","68","0.0","0","2000","Fish, Sandwich"
"101","Fusion Fantasea","Bar,Casual Dining","Erandwane","0.0","0","0.0","0","2000",""
"102","The Single Malt And Co. - Hyatt Regency Pune","Bar","The Hyatt Regency, Nagar Road","3.9","102","0.0","0","1950","Beer, Cocktails"
"103","The Bar Stock Exchange","Pub,Casual Dining","FC Road","0.0","0","0.0","0","1900",""
"104","Rainforest Resto Bar","Bar,Casual Dining","Phoenix Market City, Viman Nagar","4.2","1937","0.0","0","1900","Cocktails, Beer, Mocktails, Pasta, Mojito, Paneer Sizzler, Chicken Tikka"
"105","PNF Restaurant & Bar","Casual Dining","Della Adventure Resort","4.3","580","0.0","0","1900","Gulab Jamun, Naan, Tandoori Roti, Hakka Noodles"
"106","P18","Lounge,Casual Dining","Della Adventure Resort","3.9","125","0.0","0","1900",""
"107","Malaka Spice","Casual Dining,Bar","Koregaon Park","4.7","4872","4.1","5311","1800","Cocktails, Mutton Chops, Salad, Lamb Chops, Wine, Fish, Apple Pie"
"108","TAKHT - The Rooftop Lounge","Lounge,Casual Dining","Chinchwad","3.7","226","3.5","116","1800","Mocktails, Tandoori Chicken, Brownie, Murgh Platter, Sea Food, Cocktails, Murgh Angara"
"109","Mainland China","Casual Dining,Bar","Hotel Shree Nanda Excellency, Aundh","4.4","952","4.2","765","1800","Dumplings, Sea Food, Jasmine Tea, Lamb, Momos, Lunch Buffet, Pan Fried Noodles"
"110","Carnival Restaurant And Bar","Lounge,Casual Dining","Mundhwa","4.2","1845","3.9","433","1800","Mocktails, Pasta, Cocktails, Sea Food, Chicken Rara, Tandoori Chicken, Murgh Dum Kebab"
"111","Mainland China","Casual Dining,Bar","Hotel Shree Nanda Excellency, Aundh","4.4","952","4.2","765","1800","Dumplings, Sea Food, Jasmine Tea, Lamb, Momos, Lunch Buffet, Pan Fried Noodles"
"112","Mainland China","Casual Dining,Bar","Senapati Bapat Road","4.5","1346","4.5","556","1800","Dumplings, Fish, Mocktails, T'sing Hoi Chicken, Crab Cake, Cocktails, Jasmine Tea"
"113","Mainland China","Casual Dining","Amanora Town Centre, Hadapsar","4.3","932","4.3","742","1800","Noodle, Dumplings, Lunch Buffet, Pan Fried Noodles, Cocktails, Momos, Mocktails"
"114","Mainland China","","Dhole Patil Road","4.3","0","0.0","0","1800",""
"115","Blue Water","Bar,Casual Dining","Ravet","4.5","3352","4.2","1698","1800","Mocktails, Cocktails, Veg Platter, Panipuri, Pasta, Biryani, Hot Chocolate Brownie"
"116","Planet 9","Bar,Casual Dining","Bavdhan","4.4","788","3.3","49","1800","Biryani, Bannoffee Pie, Mushroom Tikka, Noodle, Pasta, Mocktails, Bhuna Gosht"
"117","Asia Kitchen By Mainland China","","Senapati Bapat Road","0.0","0","0.0","0","1800",""
"118","The Ritz-Carlton Tea Lounge: The Ritz-Carlton","Café","Ritz Carlton, Yerwada","3.9","48","0.0","0","1800",""
"119","Botequim Cervejaria","Lounge,Casual Dining","Koregaon Park","3.9","123","3.9","71","1800","Cocktails, Oreo Cheesecake, Beer, Wings, Pork Momo, Fish, Burgers"
"120","Republic of Noodles - Lemon Tree Premier","Casual Dining","Lemon Tree Hotel","3.9","42","0.0","0","1800",""
"121","Mr Rabbit's Bar & Burrow","Bar,Casual Dining","Baner","4.5","633","0.0","0","1800","Cocktails, Tiramisu, Ravioli, Beer, Murgh Ghee Roast, Pizza, Brownie"
"122","Pune Cocktail Bar","Bar,Casual Dining","The Pavillion, Senapati Bapat Road","4.0","345","3.9","40","1800","Cocktails, Pizza, Chicken Lasagne, Mocktails, Lamb, Potato Wedges, Cranberry Juice"
"123","1st Story - Bar. Kitchen. Co-Work","Bar,Casual Dining","Four Points by Sheraton, Viman Nagar","4.1","187","3.9","67","1800","Momos, Cocktails, Espresso Martini, Coffee, Salad, Mocktails, Chicken Biryani"
"124","Area 51","Club","Pancard Clubs","3.9","720","0.0","0","1800","Pasta, Fries, Beer, Mojito"
"125","XOzero","Bar,Casual Dining","Sus","4.2","781","0.0","0","1800","Mocktails, Masala Peanuts, Biryani, Cocktails, Butter Garlic Prawns, Fries, Chicken Bbq Wings"
"126","Zero Gravity Bar N Kitchen","Bar,Casual Dining","Pimple Saudagar","3.8","112","0.0","0","1800","Veg Nachos, Pasta"
"127","Seven Treats Family Restaurant and Bar","Casual Dining","Mundhwa","3.7","19","0.0","0","1800",""
"128","Pub Le City","Pub,Casual Dining","Amanora Town Centre, Hadapsar","4.3","1488","0.0","0","1800","Beer, Murgh Platter, Nachos, Pizza, Potato Wedges, Veg Platter, Cocktails"
"129","W6 Bar & Eatery","Bar,Casual Dining","Pubtown, Creaticity Mall, Yerawada","3.6","22","0.0","0","1800",""
"130","Pinxx - Hotel Royal Orchid Central","Casual Dining","Hotel Royal Orchid Central Kalyani Nagar","3.6","157","0.0","0","1800","Salad, Fish, Dal Makhani, Noodle, Coffee, Breakfast Buffet, Lunch Buffet"
"131","Oceanus - The Corinthians","Café","The Corinthians, Kondhawa","3.1","90","0.0","0","1800","Tea, Roti, Pasta"
"132","It's Mirchi - Ramee Grand Hotel","Casual Dining","The Ramee Grand Hotel, Shivaji Nagar","3.8","161","0.0","0","1800","Chicken Biryani, Wine"
"133","Smaaash","Bar,Casual Dining","Phoenix Market City, Viman Nagar","4.0","232","0.0","0","1800","Nachos, Mocktails, Onion Rings, Cocktails, Pasta, Brownie, Garlic Bread"
"134","XOXO Club & Lounge","Bar,Casual Dining","Viman Nagar","3.3","15","0.0","0","1800",""
"135","FF - Fast N' Fresh - Crowne Plaza","Casual Dining","Crowne Plaza Pune City Centre, Bund Garden Road","3.6","33","0.0","0","1800",""
"136","Aqua Lounge - Hotel Aurora Towers","Lounge","Hotel Aurora Towers, Camp","3.5","36","0.0","0","1800",""
"137","Icebergs Bar - Hotel Eastin Easy","Bar","Old Mumbai-Pune Highway","0.0","0","0.0","0","1800",""
"138","Gong","Casual Dining","Balewadi High Street, Baner","4.9","1727","4.4","602","1700","Dumplings, Chocolate Dome, Cocktails, Ramen, Khao Suey, Sushi Platter, Pad Thai"
"139","Mezza 9","Casual Dining,Bar","Hinjawadi","4.1","3937","3.8","4008","1700","Mocktails, Pasta, Dal Makhani, Nachos, Mutton Biryani, Cocktails, Beer"
"140","Swig","Bar,Casual Dining","Balewadi High Street, Baner","3.9","204","0.0","0","1700","Garlic Chicken Tikka, Ramen, Cocktails"
"141","Symphony","Casual Dining","Pune University","4.0","500","4.3","3085","1700","Beer, Murgh Patiala, Sea Food, Cocktails, Masala Papad, Chicken Biryani, Masala Prawn"
"142","Barbeque Nation - Sayaji Hotel","Casual Dining","Sayaji Hotels, Wakad","4.6","3143","0.0","0","1700","Fish, Gulab Jamun, Paan Kulfi, Cajun Potato, Sea Food, Biryani, Crispy Corn"
"143","Urbo","Lounge,Casual Dining","Baner","4.2","952","0.0","0","1700","Pizza, Cocktails, Mocktails, Brownie, Paneer Tikka, Chole Kulche, Salad"
"144","Char Bar","Bar,Casual Dining","Wakad","3.7","30","0.0","0","1700",""
"145","Hop In The Neighborhood Bar","Pub","Kalyani Nagar","4.3","435","3.9","118","1700","Pizza, Burgers, Dhokla Pakoda, Cocktails, Pasta, Fries, Sandwich"
"146","Terttulia Bistro","Casual Dining,Bar","Balewadi High Street, Baner","4.2","890","3.9","507","1700","Pizza, Cocktails, Sangria, Karari Roti, Pasta, Salad, Nachos"
"147","Turque - Sayaji Hotel","Casual Dining,Bar","Sayaji Hotels, Wakad","4.8","1321","3.9","92","1700","Mocktails, Cocktails, Chicken Chermoula, Dahi Ke Kebab, Vegetable Biryani, Vegetarian, Asparagus Soup"
"148","The Cult - Terra","Casual Dining,Bar","Magarpatta","4.2","558","0.0","0","1700","Dumplings, Cheesecake, Cocktails, Pizza, Salad, Hyderabadi Biryani, Tiramisu"
"149","Up and Above","Bar,Casual Dining","Bavdhan","2.0","465","0.0","0","1700","Paneer Tikka Masala, Dal Tadka, Manchow Soup, Sweet Corn Soup, Butter Naan, Beer, Masala Papad"
"150","MoMo Cafe - Courtyard By Marriott Pune Chakan","Casual Dining","Courtyard By Marriott, Chakan","4.0","160","0.0","0","1700","Waffles, Khichda, Nalli Nihari, Chicken Biryani, Breakfast Buffet, Misal Pav, Sandwich"
"151","Miyuki - DoubleTree By Hilton","Casual Dining,Bar","DoubleTree By Hilton Hotel","4.0","107","0.0","0","1700","Sushi, Sashimi, Salmon, Fish, Salad, Ramen, Tempura"
"152","Salsa - The Corinthians","Casual Dining","The Corinthians, Kondhawa","3.7","242","0.0","0","1700","Salsa, Beer, Apple Cider, Nachos, Veggie Pizza, Salad, Paneer Tikka"
"153","The Square - Novotel","Fine Dining","Novotel, Nagar Road","4.2","448","0.0","0","1700","Salad, Pasta, Chaat, Fish, Lunch Buffet, Mocktails, Biryani"
"154","स्पेस Bar","Bar,Casual Dining","Koregaon Park","4.0","227","0.0","0","1700","Cocktails, Beer, Surmai Tava Fry, Koliwada Prawn, Whisky Sour, Cheese Garlic Naan, Fish Finger"
"155","Panorama Cafe","Café","The Dukes Retreat, Khandala","3.0","52","0.0","0","1700","Club Sandwich"
"156","Sunrise Restaurant","Bar","Hinjawadi","2.5","15","0.0","0","1700",""
"157","Amalfi - Ambrosia Resort & Spa","Casual Dining","Ambrosia Resort and Spa","4.0","205","2.6","52","1700","Pizza, Pasta, Bruschettas, Cheesecake, Ravioli, Cocktails, Salad"
"158","Chequered Flag","Lounge,Bar","Hotel Sagar Plaza, Camp Area, Pune","3.4","41","0.0","0","1700","Spring Roll, Bread Pudding, Biryani"
"159","Duchess","Casual Dining","Lonavala","3.3","11","0.0","0","1700",""
"160","Nirvana Lounge Bar - The Grand Tamanna Hotel","Bar,Casual Dining","Hinjawadi","3.6","99","0.0","0","1700","Beer"
"161","Celebration - Mercure","Casual Dining","Hotel Mercure, Lavasa","3.9","178","0.0","0","1700","Breakfast Buffet, Chicken Tikka, Mocktails, Noodle, Biryani, Salad, Cocktails"
"162","The 3 Musketeers Sky Gallary","Casual Dining,Bar","Kothrud","0.0","0","0.0","0","1700",""
"163","Raaga Imperio","Casual Dining","Dange Chowk","4.2","444","3.7","82","1700","Butter Naan, Veg Dum Biryani, Pasta"
"164","Midtown Bar & Lounge","Lounge,Casual Dining","Viman Nagar","4.2","691","0.0","0","1700","Cocktails, Mocktails, Pizza, Potato Wedges, Beer, Nachos, Cheese Corn Balls"
"165","Vyanjan","Casual Dining","Lavasa","3.6","30","0.0","0","1650",""
"166","Time After Time - The Central Park Hotel","Casual Dining","The Central Park Hotel, Bund Garden Road","3.9","344","3.7","65","1600","Salad, Breakfast Buffet, Pudding, Gulab Jamun, Pasta, Croissant"
"167","The Urban Foundry","Bar,Casual Dining","Baner","4.6","3912","0.0","0","1600","Cocktails, Pizza, Beer, Soya Chaap, Mocktails, Thai Chicken, Biryani"
"168","Sarjaa","Casual Dining,Bar","Aundh","4.0","309","4.2","295","1600","Butter Chicken, Chicken Tikka Biryani, Spring Roll, Masala Tikka, Masala Papad, Dal Makhani, Cheese Tikka"
